hit_id,ch0,ch1,value
18268,250,906,0.0561246
18268,250,897,0.0585979
18268,250,900,0.0604608
18268,250,905,0.0638074
18268,250,896,0.0469266
18268,250,898,0.0600036
18268,250,899,0.0509095
18268,250,907,0.0558428
18268,250,908,0.00503089
18268,249,893,0.0598314
18268,249,894,0.0531043
18269,26,937,0.0651065
18269,26,939,0.0709653
18269,25,934,0.0630617
18269,26,935,0.00865705
18269,25,933,0.0609411
18269,27,941,0.0520432
18269,26,938,0.0608135
18269,25,935,0.0510755
18269,24,929,0.0515353
18269,27,940,0.0149909
18269,26,940,0.04341
18269,24,928,0.0594939
18269,24,930,0.0543309
18269,25,931,0.0616248
18269,25,932,0.0579044
18269,25,930,0.00678087
18269,26,936,0.0675662
18269,24,927,0.0493123
18270,284,1046,0.0554106
18270,284,1050,0.0602993
18270,284,1045,0.0564223
18270,284,1048,0.0639224
18270,284,1044,0.0627943
18270,284,1054,0.0511106
18270,284,1042,0.0661821
18270,284,1043,0.061752
18270,284,1040,0.00555757
18270,284,1047,0.0606264
18270,284,1049,0.0541827
18270,284,1052,0.0634103
18270,284,1051,0.0638781
18270,284,1053,0.0522319
18270,284,1041,0.0590576
18271,76,798,0.0510611
18271,77,803,0.0196386
18271,75,796,0.0529821
18271,77,808,0.0613701
18271,76,800,0.0553227
18271,76,803,0.0480662
18271,76,796,0.00635004
18271,77,806,0.0690927
18271,77,810,0.0288022
18271,77,804,0.0600884
18271,77,809,0.0503027
18271,78,811,0.0340707
18271,76,797,0.0625725
18271,76,799,0.0615201
18271,77,805,0.0589764
18271,76,802,0.0762338
18271,78,810,0.0282682
18271,76,801,0.0589978
18271,77,807,0.0458981
18272,3,430,0.0600044
18272,4,437,0.0639932
18272,5,441,0.0572685
18272,3,433,0.0375323
18272,3,428,0.0322368
18272,4,435,0.0527805
18272,3,431,0.0651712
18272,4,434,0.0622804
18272,3,429,0.0541147
18272,4,436,0.0557902
18272,5,443,0.0584054
18272,5,440,0.0553113
18272,5,444,0.0335807
18272,5,442,0.0459233
18272,5,439,0.0533917
18272,3,432,0.0593421
18272,2,427,0.0527183
18272,2,428,0.0160883
18272,6,445,0.00831937
18272,4,439,0.00772413
18272,4,438,0.0617795
18272,4,433,0.0169684
18272,6,444,0.0284885
18273,275,397,0.0615192
18273,275,399,0.0504758
18273,275,395,0.0632603
18273,275,402,0.0607188
18273,275,405,0.033196
18273,275,389,0.0548416
18273,275,391,0.0537877
18273,275,404,0.0609851
18273,275,403,0.0611198
18273,275,394,0.0657306
18273,274,388,0.0567615
18273,275,392,0.0565727
18273,275,393,0.0664681
18273,274,387,0.054457
18273,275,396,0.0655752
18273,274,389,0.00439331
18273,275,400,0.0569675
18273,275,398,0.0583112
18273,275,401,0.0586813
18273,275,390,0.0561327
18274,74,98,0.0550931
18274,73,86,0.0615093
18274,73,85,0.0592891
18274,73,89,0.0569829
18274,73,84,0.0657602
18274,73,87,0.0550915
18274,73,81,0.0144648
18274,73,82,0.0632333
18274,74,94,0.0601308
18274,75,104,0.0609989
18274,74,92,0.0641476
18274,74,97,0.0570923
18274,74,91,0.0589629
18274,75,103,0.0568194
18274,74,93,0.0503084
18274,73,90,0.017618
18274,74,95,0.0624514
18274,74,99,0.0584545
18274,74,100,0.0140311
18274,73,88,0.0545833
18274,74,96,0.0524156
18274,75,100,0.0460872
18274,74,90,0.037716
18274,73,83,0.0604469
18274,75,101,0.0570619
18274,75,102,0.0565828
18275,295,411,0.0498831
18275,295,398,0.0639378
18275,295,400,0.0571853
18275,295,413,0.0575248
18275,295,402,0.0439664
18275,295,394,0.0131931
18275,295,408,0.0562714
18275,295,405,0.0563747
18275,295,412,0.0621745
18275,295,406,0.0636052
18275,295,404,0.067358
18275,295,403,0.0616589
18275,295,410,0.0493121
18275,295,399,0.0559461
18275,295,395,0.0664367
18275,295,414,0.0566815
18275,295,401,0.0622659
18275,295,396,0.0499245
18275,295,409,0.0617377
18275,295,397,0.0574445
18275,295,415,0.00390855
18275,295,407,0.0641964
18276,4,832,0.013502
18276,2,820,0.0683489
18276,3,824,0.049259
18276,3,826,0.0662576
18276,4,828,0.0640162
18276,1,817,0.00514998
18276,2,818,0.0634674
18276,4,829,0.0567804
18276,3,827,0.012002
18276,5,832,0.0469664
18276,2,821,0.0586915
18276,4,831,0.0544954
18276,2,822,0.00756905
18276,4,830,0.0564812
18276,3,823,0.0524494
18276,4,827,0.0458455
18276,2,819,0.0742677
18276,3,825,0.0604143
18276,3,822,0.0538285
18276,2,817,0.057595
18276,1,816,0.0198143
18277,126,782,0.0339986
18277,125,777,0.0644277
18277,124,773,0.0176544
18277,125,776,0.065011
18277,125,778,0.0589404
18277,124,767,0.0557563
18277,124,768,0.0564859
18277,124,770,0.0543487
18277,125,779,0.0491337
18277,125,780,0.0545182
18277,125,773,0.0385033
18277,124,772,0.0583714
18277,125,774,0.057889
18277,124,769,0.0564893
18277,124,766,0.00256308
18277,126,781,0.0610746
18277,125,775,0.0565879
18277,126,780,0.00104857
18277,124,771,0.0651043
18278,243,293,0.053933
18278,243,288,0.0496854
18278,243,302,0.0650237
18278,243,300,0.0560898
18278,244,304,0.0586374
18278,243,295,0.0586435
18278,243,296,0.0601915
18278,243,299,0.0601164
18278,244,305,0.063542
18278,243,294,0.0635801
18278,243,292,0.055335
18278,243,291,0.0620857
18278,243,298,0.0583232
18278,243,297,0.0615759
18278,244,307,0.00761996
18278,244,306,0.0558437
18278,243,301,0.059311
18278,243,286,0.0586104
18278,243,290,0.062204
18278,243,285,0.0471875
18278,243,287,0.0591639
18278,243,303,0.0266439
18278,244,303,0.0258561
18278,243,284,0.0540567
18278,243,289,0.0550044
18279,305,608,0.0607129
18279,305,612,0.0504876
18279,305,605,0.0549447
18279,305,603,0.0548075
18279,305,615,0.0609334
18279,305,610,0.0672324
18279,305,607,0.0523426
18279,305,601,0.0557136
18279,305,600,0.0593544
18279,305,614,0.0593312
18279,305,604,0.0649902
18279,305,602,0.0603355
18279,305,613,0.0572939
18279,305,616,0.0601136
18279,305,599,0.0503316
18279,305,611,0.0623734
18279,305,609,0.053198
18279,305,617,0.00653432
18279,305,606,0.0611146
18280,275,29,0.0622767
18280,274,22,0.0563398
18280,274,19,0.0578848
18280,274,26,0.0548899
18280,275,30,0.0534638
18280,274,15,0.0456267
18280,274,12,0.0642524
18280,274,17,0.0537187
18280,274,14,0.058542
18280,274,13,0.0758338
18280,275,31,0.0572748
18280,275,33,0.0133652
18280,274,9,0.0632514
18280,274,11,0.0555393
18280,274,24,0.0491145
18280,274,25,0.049686
18280,275,28,0.0147131
18280,274,16,0.0595044
18280,274,23,0.047295
18280,274,27,0.0571257
18280,274,8,0.0327136
18280,274,18,0.0573812
18280,274,10,0.0598317
18280,275,32,0.0566305
18280,274,28,0.0377952
18280,274,21,0.0534822
18280,274,20,0.0480062
18281,176,840,0.048389
18281,175,835,0.00870802
18281,175,826,0.0207589
18281,175,827,0.0587254
18281,175,831,0.0607029
18281,176,837,0.0500422
18281,175,830,0.0578258
18281,175,828,0.0585049
18281,175,832,0.052886
18281,176,835,0.0493504
18281,175,833,0.0640296
18281,175,834,0.064503
18281,176,836,0.0542351
18281,175,829,0.0607129
18281,176,841,0.00464058
18281,176,839,0.0470793
18281,176,838,0.059303
18282,250,1040,0.0576052
18282,250,1034,0.0602009
18282,250,1042,0.0650941
18282,250,1044,0.0703839
18282,250,1045,0.058003
18282,250,1046,0.0194998
18282,250,1043,0.0595115
18282,250,1037,0.0662282
18282,250,1038,0.0668609
18282,250,1039,0.0676759
18282,250,1036,0.063387
18282,250,1041,0.0647422
18282,250,1035,0.0626842
18283,127,83,0.0641525
18283,128,84,0.027442
18283,127,78,0.0599942
18283,127,75,0.0544976
18283,128,85,0.0551766
18283,126,69,0.0344518
18283,127,71,0.0502773
18283,128,87,0.060415
18283,128,90,0.0590956
18283,127,82,0.0508459
18283,127,73,0.0580283
18283,128,88,0.0708418
18283,127,74,0.0542068
18283,127,77,0.0610653
18283,128,89,0.0566675
18283,127,84,0.0284473
18283,127,72,0.0592452
18283,127,80,0.0498391
18283,128,86,0.0624052
18283,127,70,0.0543817
18283,127,81,0.0618815
18283,126,68,0.0339188
18283,127,76,0.0620596
18283,128,92,0.0033954
18283,127,69,0.0152301
18283,128,91,0.0535503
18283,127,79,0.0618715
18284,194,1134,0.0602817
18284,194,1137,0.0571262
18284,194,1136,0.065488
18284,193,1127,0.0616813
18284,194,1138,0.017141
18284,193,1125,0.0461123
18284,193,1131,0.0677738
18284,194,1135,0.0667268
18284,193,1130,0.0719018
18284,194,1132,0.000249759
18284,193,1126,0.062682
18284,193,1129,0.051492
18284,193,1132,0.0593677
18284,193,1128,0.0612903
18284,194,1133,0.0548953
18285,36,962,0.0452149
18285,36,961,0.0539455
18285,36,958,0.0545032
18285,37,967,0.0692019
18285,35,955,0.0568121
18285,36,956,0.0112374
18285,37,966,0.0550384
18285,38,969,0.0132302
18285,37,964,0.0608376
18285,36,957,0.0616511
18285,36,960,0.0583833
18285,37,965,0.0587439
18285,38,968,0.0145517
18285,37,962,0.0122714
18285,35,953,0.0309212
18285,35,954,0.0612871
18285,35,956,0.0384852
18285,37,963,0.0515393
18285,36,959,0.0617911
18285,37,968,0.0388531
18286,2,1268,0.0673975
18286,3,1274,0.0618343
18286,2,1266,0.00399398
18286,1,1263,0.0621712
18286,3,1275,0.0474431
18286,0,1262,0.0298691
18286,2,1271,0.0200947
18286,2,1267,0.0629152
18286,2,1269,0.0592945
18286,1,1266,0.0581472
18286,1,1264,0.0463724
18286,3,1273,0.0652422
18286,3,1272,0.0518632
18286,3,1271,0.0355083
18286,0,1261,0.0625267
18286,1,1262,0.0357716
18286,2,1270,0.0557065
18286,1,1265,0.0652306
18287,220,338,0.0624108
18287,220,350,0.0483897
18287,220,334,0.0716328
18287,220,352,0.0565145
18287,220,354,0.00411409
18287,220,345,0.0659732
18287,220,339,0.0539716
18287,220,346,0.051548
18287,220,335,0.0700797
18287,220,341,0.0696449
18287,220,351,0.0578856
18287,220,337,0.0578895
18287,220,349,0.0633229
18287,220,344,0.0539162
18287,220,336,0.0494653
18287,220,342,0.0672821
18287,220,347,0.0587754
18287,220,348,0.0581355
18287,220,353,0.0596264
18287,220,343,0.0665492
18287,220,333,0.0240857
18287,220,340,0.0649214
18288,45,821,0.0501423
18288,45,825,0.0631316
18288,44,814,0.0587008
18288,45,824,0.0555677
18288,43,811,0.0614142
18288,43,812,0.062991
18288,45,822,0.0540078
18288,46,826,0.00635266
18288,43,810,0.0544826
18288,44,815,0.0679677
18288,43,809,0.0596316
18288,44,813,0.00631486
18288,45,820,0.0521396
18288,43,813,0.0501957
18288,44,820,0.00680419
18288,44,818,0.0642295
18288,44,816,0.0667074
18288,44,817,0.0605707
18288,44,819,0.0606287
18288,45,823,0.0585746
18288,45,826,0.0191067
18289,38,876,0.0477518
18289,38,878,0.0287916
18289,39,880,0.0489825
18289,40,884,0.062965
18289,40,888,0.0385389
18289,40,883,0.0220933
18289,39,881,0.069397
18289,41,888,0.0206164
18289,38,877,0.0703782
18289,41,889,2.70972e-05
18289,38,873,0.0153069
18289,39,882,0.071208
18289,38,874,0.0616075
18289,40,887,0.0631381
18289,39,878,0.0296616
18289,39,883,0.0342069
18289,38,875,0.0493935
18289,40,885,0.0610469
18289,40,886,0.0617608
18289,39,879,0.055843
18290,29,1208,0.0460016
18290,27,1201,0.0351138
18290,29,1207,0.0661874
18290,27,1198,0.0369184
18290,28,1205,0.00452261
18290,28,1203,0.0630683
18290,28,1202,0.0663853
18290,28,1201,0.0332283
18290,27,1200,0.0793304
18290,29,1206,0.0795793
18290,27,1199,0.0605515
18290,28,1204,0.0766217
18290,30,1208,0.017252
18290,29,1205,0.0565111
18291,3,776,0.0641071
18291,2,766,0.0551898
18291,1,762,0.0619741
18291,2,768,0.0548149
18291,1,761,0.0685316
18291,1,764,0.0592078
18291,3,773,0.0597557
18291,3,771,0.0168223
18291,2,770,0.0573131
18291,4,777,0.00734399
18291,2,767,0.0599998
18291,2,769,0.0564229
18291,2,771,0.0355846
18291,1,763,0.0469697
18291,3,772,0.0590703
18291,3,775,0.0606197
18291,1,765,0.0657637
18291,3,774,0.0636194
18291,3,777,0.027601
18291,1,760,0.0185702
18291,1,766,2.45329e-05
18292,323,65,0.0564818
18292,322,56,0.0600273
18292,322,60,0.0592399
18292,323,68,0.0513508
18292,322,50,0.0517183
18292,322,57,0.0578663
18292,322,49,0.0591662
18292,322,62,0.0572612
18292,322,46,0.0127471
18292,323,66,0.0568907
18292,322,48,0.0652831
18292,322,63,0.0228792
18292,323,64,0.0612879
18292,322,61,0.0510285
18292,322,51,0.0617646
18292,322,52,0.0472132
18292,323,69,0.0356671
18292,323,67,0.0673186
18292,322,55,0.0441231
18292,323,63,0.0416577
18292,322,53,0.0620402
18292,322,58,0.0643819
18292,322,54,0.0504522
18292,322,59,0.0472522
18292,322,47,0.0568132
18293,36,219,0.0686132
18293,36,221,0.00693212
18293,35,208,0.047806
18293,34,204,0.0593468
18293,36,213,0.0108961
18293,34,202,0.0567227
18293,35,205,0.0312843
18293,35,207,0.0547139
18293,34,201,0.0487527
18293,36,214,0.0586974
18293,36,217,0.0585239
18293,35,212,0.0631008
18293,34,203,0.0705581
18293,35,211,0.062523
18293,36,218,0.0549089
18293,34,200,0.0614842
18293,35,213,0.0602332
18293,35,206,0.0580458
18293,34,199,0.0149707
18293,36,215,0.0594144
18293,36,220,0.0485553
18293,35,209,0.0672306
18293,36,216,0.0573336
18293,34,205,0.0197946
18293,35,210,0.0641155
18294,100,1059,0.0648768
18294,100,1065,0.0113343
18294,99,1055,0.0591293
18294,101,1065,0.0283676
18294,100,1062,0.0662519
18294,100,1064,0.0593512
18294,99,1053,0.0608595
18294,98,1052,0.0463485
18294,99,1057,0.0656458
18294,99,1056,0.0479658
18294,100,1060,0.0527892
18294,99,1058,0.0583046
18294,100,1058,0.00126648
18294,99,1054,0.0750386
18294,98,1051,0.0291778
18294,99,1052,0.0140633
18294,100,1061,0.0599282
18294,100,1063,0.071409
18295,300,350,0.0550082
18295,300,348,0.0521495
18295,299,344,0.0620679
18295,300,351,0.055558
18295,299,339,0.0616219
18295,300,354,0.061631
18295,299,337,0.0550805
18295,299,343,0.0532445
18295,300,355,0.0291746
18295,299,341,0.0597996
18295,299,342,0.0667125
18295,299,336,0.053159
18295,300,349,0.0596273
18295,300,352,0.0613258
18295,299,335,0.0142225
18295,299,345,0.059012
18295,299,346,0.0200635
18295,300,353,0.056265
18295,299,340,0.052768
18295,300,346,0.0378483
18295,299,338,0.052576
18295,300,347,0.0626981
18296,140,143,0.0552192
18296,140,138,0.0485316
18296,141,154,0.0598191
18296,142,157,0.0610945
18296,140,135,0.0221694
18296,141,148,0.0454983
18296,141,151,0.0503842
18296,141,152,0.0589126
18296,141,144,0.0424382
18296,140,144,0.0141422
18296,141,146,0.0628495
18296,140,139,0.0610946
18296,141,149,0.052249
18296,141,155,0.0542412
18296,141,153,0.0511964
18296,140,142,0.0615518
18296,141,147,0.0483001
18296,142,156,0.0460941
18296,140,141,0.053267
18296,142,155,0.0111334
18296,141,150,0.0603787
18296,140,136,0.0529442
18296,140,140,0.058817
18296,141,145,0.0561664
18296,140,137,0.0511872
18297,63,65,0.0588135
18297,64,75,0.0101054
18297,62,55,0.0447963
18297,63,59,0.0566001
18297,64,74,0.0634145
18297,63,63,0.0579658
18297,63,61,0.0580591
18297,63,60,0.0520725
18297,64,66,0.0222556
18297,63,64,0.0585657
18297,63,62,0.0679441
18297,62,56,0.0501657
18297,64,72,0.0598575
18297,64,67,0.0650944
18297,65,75,0.0557993
18297,62,57,0.0482692
18297,64,71,0.0573457
18297,64,69,0.0538043
18297,63,58,0.0558976
18297,65,78,0.0356704
18297,63,57,0.00183992
18297,64,68,0.0474158
18297,64,73,0.0731683
18297,64,70,0.0636372
18297,63,66,0.0339729
18297,65,77,0.0492099
18297,65,76,0.0539433
18298,303,848,0.0579482
18298,303,842,0.061746
18298,303,840,0.0596375
18298,303,841,0.0678339
18298,303,844,0.0641724
18298,303,845,0.0644066
18298,303,853,0.0624304
18298,303,846,0.0558577
18298,303,847,0.060691
18298,303,852,0.0638243
18298,303,855,0.0234309
18298,303,851,0.0535503
18298,303,854,0.0654976
18298,303,850,0.0524237
18298,303,849,0.0637028
18298,303,843,0.0652743
18298,303,839,0.00317305
18299,215,64,0.0628621
18299,216,83,0.0581112
18299,215,73,0.0549977
18299,216,81,0.0487808
18299,216,74,0.0377105
18299,215,65,0.0552988
18299,215,71,0.0554142
18299,215,74,0.0189672
18299,216,77,0.0584292
18299,215,67,0.0744959
18299,215,62,0.0562472
18299,216,82,0.0499326
18299,216,76,0.0551376
18299,216,79,0.0488128
18299,215,72,0.0607965
18299,215,66,0.0577903
18299,215,70,0.0656423
18299,215,68,0.0599522
18299,215,61,0.0205898
18299,216,86,0.0256926
18299,216,78,0.0548074
18299,215,63,0.0581345
18299,215,69,0.0607662
18299,216,75,0.0653663
18299,216,80,0.0604819
18299,216,85,0.0518914
18299,216,84,0.0477456
18300,323,708,0.0619001
18300,323,713,0.0422573
18300,323,702,0.0588526
18300,323,701,0.0544131
18300,323,705,0.0587504
18300,323,711,0.0542433
18300,323,704,0.0549056
18300,323,699,0.0546984
18300,323,698,0.0677627
18300,323,712,0.058558
18300,323,697,0.0605688
18300,323,709,0.0606988
18300,323,707,0.0590197
18300,323,696,0.0277589
18300,323,710,0.0583175
18300,323,703,0.0566581
18300,323,700,0.0552877
18300,323,706,0.067619
18301,162,797,0.0580222
18301,161,790,0.0487845
18301,162,796,0.0539963
18301,161,789,0.0556049
18301,163,800,0.0319815
18301,162,794,0.0537927
18301,162,795,0.0605749
18301,161,791,0.0160081
18301,163,803,0.030447
18301,162,791,0.0430567
18301,162,799,0.0608446
18301,163,801,0.0621359
18301,162,793,0.0651131
18301,162,798,0.0679571
18301,161,788,0.0582975
18301,162,800,0.0289654
18301,161,787,0.0360884
18301,162,792,0.0626047
18301,163,802,0.0674543
18302,283,1153,0.00405398
18302,283,1151,0.049084
18302,282,1141,0.0663978
18302,282,1143,0.0517629
18302,283,1152,0.0694687
18302,283,1148,0.0617053
18302,282,1144,0.0447709
18302,282,1140,0.0458079
18302,282,1142,0.0570021
18302,283,1145,0.0624013
18302,283,1144,0.00808057
18302,283,1149,0.0627868
18302,283,1146,0.0597439
18302,283,1150,0.048622
18302,283,1147,0.0614019
18303,155,637,0.0445075
18303,157,652,0.053471
18303,155,635,0.004092
18303,157,651,0.0625416
18303,156,645,0.064588
18303,157,650,0.0540711
18303,157,653,0.00719809
18303,156,647,0.0584953
18303,155,636,0.0626639
18303,156,644,0.0550838
18303,156,646,0.0668048
18303,156,638,0.0512647
18303,156,640,0.0569433
18303,156,642,0.0632017
18303,157,649,0.0553025
18303,156,637,0.00646508
18303,157,648,0.020999
18303,156,648,0.0315418
18303,156,643,0.0656261
18303,156,639,0.0464961
18303,156,641,0.0588542
18304,136,987,0.0117915
18304,134,987,0.0902655
18304,136,988,0.025063
18304,135,987,0.0733873
18304,133,987,0.0758315
18304,132,987,0.0364836
18305,13,876,0.0552593
18305,12,869,0.046185
18305,12,867,0.0611318
18305,13,872,0.073406
18305,12,871,0.0664863
18305,13,874,0.0627619
18305,11,862,0.0106188
18305,12,866,0.00442995
18305,11,863,0.0616772
18305,12,868,0.0578592
18305,14,879,0.00863309
18305,11,865,0.059695
18305,11,864,0.0563563
18305,11,866,0.0577521
18305,13,877,0.00941456
18305,12,870,0.0745117
18305,13,873,0.0510293
18305,13,875,0.0672614
18305,14,877,0.0465909
18305,14,878,0.0599062
18305,12,872,0.00290689
18306,90,1241,0.0633861
18306,92,1252,0.0503749
18306,92,1250,0.0602993
18306,91,1249,0.0423258
18306,91,1243,0.0464798
18306,92,1251,0.057897
18306,91,1248,0.0653907
18306,92,1249,0.0263762
18306,91,1246,0.0623178
18306,92,1253,0.049961
18306,90,1242,0.0604045
18306,91,1245,0.0655414
18306,90,1243,0.00904271
18306,91,1244,0.0580078
18306,91,1247,0.067875
18307,300,24,0.0540031
18307,300,33,0.0481811
18307,300,30,0.0571113
18307,300,12,0.0506665
18307,300,11,0.0604587
18307,300,23,0.0587401
18307,300,28,0.0543195
18307,300,25,0.0617456
18307,300,10,0.0358909
18307,300,16,0.0516462
18307,300,21,0.0550391
18307,300,27,0.0601507
18307,300,20,0.0584584
18307,300,17,0.063143
18307,300,19,0.0596784
18307,300,18,0.060266
18307,300,13,0.0513284
18307,300,14,0.0523853
18307,300,26,0.0559598
18307,300,15,0.0572875
18307,300,29,0.0514945
18307,300,22,0.0608597
18307,300,31,0.061657
18307,300,32,0.0613208
18308,268,285,0.00227315
18308,268,284,0.058806
18308,268,277,0.0638477
18308,268,279,0.0533223
18308,268,275,0.0548794
18308,268,281,0.0683009
18308,268,280,0.0693672
18308,269,289,0.0702563
18308,269,287,0.0552241
18308,268,273,0.0605225
18308,269,285,0.0667576
18308,268,269,0.0526631
18308,268,271,0.0483792
18308,268,270,0.066501
18308,268,276,0.0591266
18308,268,274,0.046709
18308,269,286,0.0501714
18308,268,278,0.0674396
18308,269,288,0.0510656
18308,269,290,0.029552
18308,268,282,0.0620484
18308,268,272,0.040624
18308,268,283,0.0586754
18309,250,489,0.0688753
18309,250,488,0.0547793
18309,250,487,0.0541483
18309,250,478,0.0568567
18309,250,491,0.0589039
18309,249,473,0.0494159
18309,250,477,0.0517008
18309,250,481,0.0544966
18309,250,490,0.0465076
18309,250,486,0.0598684
18309,250,483,0.0608351
18309,250,475,0.0592876
18309,250,485,0.0572534
18309,250,480,0.0608052
18309,249,474,0.0138303
18309,250,474,0.045862
18309,250,482,0.0641303
18309,250,476,0.0485096
18309,250,479,0.0492369
18309,250,484,0.0661701
18310,161,311,0.0584507
18310,162,313,0.0128129
18310,162,321,0.0544676
18310,162,315,0.0554476
18310,162,322,0.0594229
18310,162,314,0.0681773
18310,161,306,0.0576162
18310,162,320,0.0643488
18310,162,317,0.0615284
18310,161,313,0.044629
18310,162,323,0.0585073
18310,162,319,0.0580012
18310,161,307,0.0659069
18310,161,309,0.0628947
18310,162,316,0.0607447
18310,162,325,0.0579361
18310,162,326,0.000511744
18310,162,324,0.0614925
18310,162,318,0.0545437
18310,161,310,0.0477953
18310,161,308,0.047893
18310,161,312,0.0543738
18311,167,69,0.0527329
18311,168,83,0.0604965
18311,168,75,0.0528546
18311,168,77,0.0545615
18311,168,85,0.0507476
18311,168,81,0.052721
18311,167,66,0.00818021
18311,167,68,0.0501596
18311,168,74,0.0211446
18311,167,67,0.0598208
18311,167,71,0.0472551
18311,169,89,0.00556526
18311,168,88,0.0417732
18311,168,80,0.0443651
18311,168,87,0.0571026
18311,168,89,0.0422141
18311,168,82,0.0555723
18311,168,84,0.0627187
18311,167,70,0.0581324
18311,167,73,0.0570165
18311,167,72,0.0525248
18311,168,76,0.0599959
18311,168,78,0.0550127
18311,168,79,0.0591431
18311,167,74,0.038379
18311,168,86,0.0641439
18312,289,615,0.0654176
18312,289,614,0.059882
18312,288,610,0.0684018
18312,288,608,0.0620152
18312,288,602,0.0705481
18312,288,604,0.0498668
18312,288,601,0.0563828
18312,289,613,0.0536746
18312,288,606,0.0620933
18312,288,600,0.0120271
18312,288,607,0.0540978
18312,289,616,0.0653735
18312,288,609,0.0532428
18312,288,612,0.0352146
18312,289,618,0.0614512
18312,288,603,0.0582428
18312,289,612,0.0212873
18312,289,617,0.0662703
18312,288,605,0.066087
18312,289,619,0.00459863
18312,288,611,0.0418697
18313,232,281,0.0494649
18313,231,273,0.0603055
18313,231,277,0.0613875
18313,232,282,0.0683766
18313,231,263,0.0487009
18313,231,262,0.00135441
18313,231,267,0.0560857
18313,232,280,0.0603676
18313,231,275,0.0497103
18313,231,265,0.0519679
18313,231,268,0.0652482
18313,231,269,0.0552987
18313,231,278,0.0362082
18313,232,283,0.0520123
18313,231,270,0.0547517
18313,232,278,0.0356823
18313,231,276,0.0658969
18313,231,274,0.0543669
18313,231,266,0.057501
18313,231,272,0.0645473
18313,232,279,0.0586705
18313,231,264,0.0590598
18313,231,271,0.0563907
18314,169,642,0.0628646
18314,169,641,0.0613289
18314,169,644,0.00641312
18314,169,637,0.0513375
18314,168,633,0.0615917
18314,168,629,0.0581985
18314,168,637,0.00752638
18314,168,634,0.0488008
18314,168,635,0.0563152
18314,168,631,0.0600117
18314,168,630,0.0573827
18314,169,638,0.0595293
18314,168,627,0.0313511
18314,168,632,0.0585642
18314,169,639,0.0556362
18314,168,628,0.0612046
18314,168,636,0.0643521
18314,169,643,0.0570854
18314,169,640,0.0529362
18315,214,722,0.0576124
18315,215,738,0.0308209
18315,214,727,0.056245
18315,214,730,0.064782
18315,214,732,0.0496615
18315,215,734,0.0461701
18315,215,735,0.0640398
18315,214,729,0.053878
18315,214,721,0.0430161
18315,214,731,0.0561515
18315,214,726,0.0629413
18315,215,732,0.0143854
18315,214,724,0.0685814
18315,214,725,0.0610393
18315,215,737,0.0548162
18315,215,733,0.069188
18315,214,723,0.0542218
18315,214,728,0.0673676
18315,215,736,0.0476649
18316,197,793,0.0556392
18316,198,795,0.0247231
18316,197,794,0.0570055
18316,197,795,0.0356136
18316,199,807,0.0505999
18316,198,798,0.0503229
18316,198,803,0.0504438
18316,198,805,0.0546484
18316,198,801,0.0596129
18316,197,792,0.0526158
18316,198,802,0.0594006
18316,198,799,0.0540267
18316,198,804,0.0635831
18316,198,797,0.0510652
18316,199,808,0.0115884
18316,197,791,0.0555745
18316,197,790,0.0181356
18316,198,806,0.0596254
18316,198,807,0.0179627
18316,198,796,0.0596193
18316,198,800,0.0545825
18317,145,784,0.0589965
18317,145,787,0.0626978
18317,144,778,0.061438
18317,145,791,0.0296729
18317,145,786,0.0620826
18317,145,790,0.0578678
18317,144,780,0.0657728
18317,144,776,0.0641225
18317,144,783,0.0273263
18317,144,775,0.00765041
18317,144,777,0.0643161
18317,144,782,0.0624208
18317,145,789,0.050714
18317,145,783,0.0383425
18317,144,781,0.0494685
18317,145,788,0.0658044
18317,144,779,0.0555236
18317,145,785,0.0612798
18318,27,1065,0.0646682
18318,25,1055,0.0599283
18318,26,1059,0.0592469
18318,25,1054,0.0589129
18318,27,1066,0.0567947
18318,26,1058,0.0593569
18318,27,1064,0.0662088
18318,26,1060,0.0661819
18318,26,1057,0.0234317
18318,27,1062,0.0499724
18318,28,1066,0.0082358
18318,26,1062,0.00873278
18318,26,1061,0.0557791
18318,25,1057,0.0299561
18318,25,1056,0.0589424
18318,27,1063,0.0567121
18318,25,1053,0.0529523
18319,325,101,0.00581528
18319,324,81,0.0571652
18319,325,98,0.0571679
18319,324,94,0.0609714
18319,324,77,0.0239402
18319,324,79,0.0660897
18319,324,78,0.0701098
18319,325,100,0.0521486
18319,324,87,0.0612405
18319,325,96,0.060144
18319,324,96,0.00252067
18319,324,88,0.0609442
18319,325,99,0.0566125
18319,324,89,0.0598143
18319,324,91,0.0566685
18319,324,84,0.0602659
18319,324,90,0.0513589
18319,324,93,0.0587696
18319,325,97,0.0558984
18319,324,86,0.0468534
18319,324,83,0.0631948
18319,324,95,0.0648939
18319,324,92,0.0501183
18319,324,80,0.0688891
18319,324,85,0.054826
18319,324,82,0.065509
18320,167,1163,0.0597168
18320,167,1169,0.0203573
18320,168,1170,0.0696432
18320,167,1162,0.0300851
18320,168,1171,0.0196771
18320,166,1161,0.0647831
18320,167,1165,0.0642954
18320,167,1168,0.0728151
18320,166,1159,0.0576565
18320,167,1164,0.0731654
18320,167,1166,0.048181
18320,166,1162,0.0240808
18320,168,1169,0.0451606
18320,167,1167,0.0446032
18320,166,1160,0.0662752
18320,166,1158,0.0220347
18321,169,1104,0.0544227
